City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
288,Harper,82,LR,1595287860,88,4.38,-7.72,76.08,9.89
289,Yerofey Pavlovich,51,RU,1595287860,85,53.97,121.97,54.86,4.68
290,Vagay,1,RU,1595287860,80,57.94,69.02,53.47,7.14
291,Ciudad Bolivar,77,VE,1595287860,78,8.12,-63.55,80.51,8.12
292,Pisco,40,PE,1595287860,82,-13.7,-76.22,62.6,11.41
293,Lazarev,100,RU,1595287861,89,52.23,141.51,58.51,13.94
294,Talalayivka,42,UA,1595287861,77,50.96,31.92,61.72,5.1
295,Nuquí,90,CO,1595287861,94,5.71,-77.27,75.2,5.82
296,Skellefteå,69,SE,1595287861,93,64.75,20.95,62.01,2.24
297,Hasaki,75,JP,1595287850,94,35.73,140.83,73.0,4.7
298,Sinnamary,100,GF,1595287813,84,5.38,-52.95,78.67,8.88
299,Luganville,20,VU,1595287861,65,-15.53,167.17,77.0,2.24
300,Tocopilla,99,CL,1595287862,63,-22.09,-70.2,60.78,6.96
301,Lang Suan,20,TH,1595287862,100,9.95,99.08,77.0,3.85
302,Spokane,1,US,1595287854,18,47.62,-117.37,91.0,4.7
303,San Fernando del Valle de Catamarca,35,AR,1595287578,66,-28.47,-65.79,62.01,1.99
304,Bubaque,100,GW,1595287862,80,11.28,-15.83,80.65,14.18
305,Nakamura,100,JP,1595287862,60,32.98,132.93,88.9,1.86
306,Dilla,55,ET,1595287862,80,6.41,38.31,60.21,1.81
307,Tafalla,0,ES,1595287862,59,42.53,-1.67,73.4,3.36
308,Beringovskiy,42,RU,1595287863,78,63.05,179.32,46.35,11.48
309,Palmer,40,US,1595287863,48,42.16,-72.33,87.8,13.87
310,Lerwick,96,GB,1595287863,81,60.15,-1.15,51.8,6.93
311,Emirdağ,0,TR,1595287863,71,39.02,31.15,64.24,4.59
312,Cannington,47,AU,1595287863,62,-32.02,115.95,53.01,12.75
313,Malanje,1,AO,1595287863,39,-9.54,16.34,55.89,2.33
314,Norman Wells,90,CA,1595287863,72,65.28,-126.83,66.2,9.17
315,Belaya Kholunitsa,100,RU,1595287864,97,58.84,50.85,61.05,9.26
316,Douentza,5,ML,1595287864,43,15.0,-2.95,89.55,11.77
317,Pingliang,70,CN,1595287864,70,35.54,106.69,66.16,5.41
318,Novyy Svit,52,UA,1595287864,66,47.81,38.02,67.87,5.12
319,Anuradhapura,100,LK,1595287864,83,8.36,80.42,76.75,7.58
320,Hambantota,100,LK,1595287864,82,6.12,81.12,79.45,9.33
321,Grajaú,28,BR,1595287864,49,-5.82,-46.14,78.39,3.83
322,Caucayá,66,CO,1595287864,95,-0.19,-74.78,72.82,0.27
323,Putyatino,77,RU,1595287865,95,54.16,41.12,57.15,6.49
324,Ostrovnoy,21,RU,1595287865,62,68.05,39.51,61.07,10.18
325,Mezen',0,RU,1595287865,81,65.85,44.24,56.46,4.85
326,Mae Hong Son,99,TH,1595287801,88,19.3,97.97,75.22,1.05
327,Paamiut,99,GL,1595287865,79,61.99,-49.67,46.04,1.9
328,Bahía Honda,76,CU,1595287865,82,22.9,-83.16,79.95,11.12
329,Airai,69,TL,1595287865,68,-8.93,125.41,63.37,3.33
330,Lebu,96,CL,1595287865,84,-37.62,-73.65,50.68,12.28
331,Chełmno,39,PL,1595287866,80,53.35,18.43,62.01,3.0
332,Kavaratti,100,IN,1595287866,79,10.57,72.64,82.63,21.54
333,Deputatsky,6,RU,1595287866,52,69.3,139.9,73.29,5.17
334,Leeton,1,AU,1595287866,100,-34.57,146.4,43.0,3.36
335,Safranbolu,17,TR,1595287866,86,41.25,32.69,62.26,1.81
336,Makkah al Mukarramah,76,SA,1595287866,46,21.43,39.83,86.67,2.51
337,Zheleznodorozhnyy,20,RU,1595287867,88,55.75,38.0,63.0,4.47
338,Crestview,1,US,1595287830,61,30.76,-86.57,86.0,4.7
339,Newport,51,GB,1595287867,74,51.59,-3.0,60.01,1.01
340,Tuatapere,88,NZ,1595287867,80,-46.13,167.68,49.64,7.85
341,Lucapa,0,AO,1595287870,34,-8.42,20.74,61.05,3.76
342,Bilibino,14,RU,1595287870,29,68.05,166.44,72.19,1.34
343,Alekseyevsk,5,RU,1595287871,68,57.84,108.35,57.56,2.62
344,Mayo,75,US,1595287871,74,38.89,-76.51,88.0,13.87
345,Lagoa,2,PT,1595287871,73,39.05,-27.98,68.67,5.39
346,Villefranche-sur-Saône,1,FR,1595287871,54,45.98,4.72,78.8,4.7
347,Shache,100,CN,1595287871,25,38.42,77.24,74.89,7.72
348,Mizdah,0,LY,1595287871,85,31.45,12.98,67.66,10.02
349,Manturovo,100,RU,1595287871,99,58.34,44.76,61.75,3.83
350,Oriximiná,12,BR,1595287872,62,-1.77,-55.87,80.42,2.44
351,Tacuarembó,100,UY,1595287766,80,-31.73,-55.98,68.02,8.21
352,Setermoen,100,NO,1595287872,100,68.86,18.35,51.8,11.41
353,Omsukchan,0,RU,1595287872,46,62.53,155.8,67.28,5.53
354,Kilifi,19,KE,1595287872,82,-3.63,39.85,73.56,13.98
355,Trairi,81,BR,1595287872,84,-3.28,-39.27,76.5,12.88
356,Abalak,0,RU,1595287873,82,58.13,68.59,52.54,7.45
357,Zyryanka,57,RU,1595287873,38,65.75,150.85,77.99,20.4
358,Tegul'det,18,RU,1595287873,98,57.31,88.17,58.82,6.62
359,Bengkulu,69,ID,1595287710,88,-3.8,102.27,75.7,5.41
360,Yebaishou,95,CN,1595287873,50,41.4,119.64,79.05,0.36
361,Ushtobe,45,KZ,1595287873,34,45.25,77.98,73.89,8.9
362,Westport,1,US,1595287873,41,41.14,-73.36,91.4,11.41
363,San Vicente,53,AR,1595287873,81,-26.62,-54.13,61.75,3.71
364,Koumac,18,NC,1595287873,59,-20.57,164.28,71.13,7.81
365,Itarema,78,BR,1595287874,82,-2.92,-39.92,77.14,14.38
366,Abay,6,KZ,1595287875,82,49.63,72.85,55.4,4.47
367,Kiruna,100,SE,1595287875,100,67.86,20.23,51.8,3.36
368,Iralaya,40,HN,1595287875,70,15.0,-83.23,87.8,8.05
369,Jacareacanga,39,BR,1595287876,50,-6.22,-57.75,77.74,1.81
370,Chui,100,UY,1595287830,82,-33.7,-53.46,68.16,9.91
371,Tomatlán,6,MX,1595287883,63,19.93,-105.25,86.49,9.22
372,Port Shepstone,0,ZA,1595287884,30,-30.74,30.45,62.1,6.02
373,Dunedin,91,NZ,1595287884,58,-45.87,170.5,54.59,8.3
374,Martapura,20,ID,1595287884,94,-3.42,114.85,75.2,3.36
375,Florida,1,US,1595287319,52,28.75,-82.5,91.4,8.05
376,Oranjemund,0,NA,1595287870,38,-28.55,16.43,62.58,3.49
377,Poum,4,NC,1595287884,62,-20.23,164.02,70.79,9.95
378,Iquique,90,CL,1595287796,72,-20.22,-70.14,60.8,6.93
379,Constitución,96,CL,1595287884,80,-35.33,-72.42,53.47,7.63
380,Bayan,23,CN,1595287884,62,46.08,127.4,75.0,11.5
381,Calabozo,98,VE,1595287884,94,8.92,-67.43,75.29,2.93
382,Marsh Harbour,87,BS,1595287885,77,26.54,-77.06,83.26,13.87
383,Trincomalee,99,LK,1595287885,72,8.57,81.23,81.19,10.42
384,Goderich,17,CA,1595287885,77,43.75,-81.72,70.0,8.59
385,Port Hardy,75,CA,1595287885,77,50.7,-127.42,64.4,10.29
386,Yenagoa,97,NG,1595287885,93,4.92,6.26,74.14,3.98
387,Baykit,2,RU,1595287885,63,61.67,96.37,59.38,1.95
388,Dubbo,0,AU,1595287885,93,-32.25,148.62,39.2,6.93
389,Palu,22,ID,1595287788,79,-0.89,119.87,76.14,3.15
390,Cocobeach,20,GA,1595287885,83,1.0,9.58,77.0,6.93
391,Altoona,1,US,1595287634,46,40.52,-78.39,88.0,6.71
392,Bud,90,US,1595287886,74,39.45,-86.18,81.0,5.82
393,Churapcha,99,RU,1595287886,50,62.0,132.43,71.33,23.0
394,Boguchany,100,RU,1595287886,64,58.38,97.45,58.44,4.21
395,Kyra,65,RU,1595287886,56,49.58,111.98,57.29,3.09
396,Ilulissat,88,GL,1595287886,50,69.22,-51.1,53.6,1.12
397,Spirit River,75,CA,1595287886,47,55.78,-118.84,75.2,5.82
398,Yong’an,96,CN,1595287887,51,39.7,113.69,74.97,4.21
399,Am Timan,95,TD,1595287887,89,11.03,20.28,72.25,1.97
400,Morón,90,AR,1595287887,93,-34.65,-58.62,60.8,6.93
401,Porto Velho,21,BR,1595287779,48,-8.76,-63.9,86.0,3.36
402,Scalea,0,IT,1595287887,66,39.81,15.8,70.0,3.18
403,Tynda,17,RU,1595287887,78,55.17,124.72,63.19,6.67
404,Margate,10,GB,1595287887,70,51.38,1.39,57.99,2.66
405,Takoradze,100,GH,1595287887,92,4.88,-1.76,75.27,6.71
406,Gönen,0,TR,1595287887,88,40.1,27.65,71.6,3.36
407,Kalmunai,100,LK,1595287888,82,7.42,81.82,80.22,1.66
408,Erdemli,0,TR,1595287888,71,36.6,34.31,79.77,7.43
409,Tautira,20,PF,1595287888,65,-17.73,-149.15,82.4,4.7
410,Kostomuksha,86,RU,1595287888,82,64.57,30.58,60.28,3.0
411,Dordrecht,0,NL,1595287736,78,51.81,4.67,57.99,1.01
412,Twin Falls,1,US,1595287888,15,42.56,-114.46,91.4,16.11
413,Tombouctou,71,ML,1595287888,24,20.0,-3.0,97.95,7.0
414,Pathein,95,MM,1595287888,90,16.78,94.73,79.86,3.8
415,Ust-Tsilma,0,RU,1595287889,77,65.44,52.15,53.85,4.18
416,Canalete,75,CO,1595287889,88,8.68,-76.2,78.8,4.7
417,Lichuan,100,CN,1595287889,97,30.3,108.85,64.99,4.45
418,Manzhouli,15,CN,1595287889,50,49.6,117.43,62.92,13.0
419,Fallon,40,US,1595287889,8,39.47,-118.78,100.4,5.82
420,Magalia,40,US,1595287889,33,39.81,-121.58,93.0,8.05
421,Plácido de Castro,47,BR,1595287889,62,-10.34,-67.19,78.85,0.6
422,Atar,4,MR,1595287890,27,20.52,-13.05,93.74,5.26
423,Bambous Virieux,75,MU,1595287890,68,-20.34,57.76,70.0,11.41
424,Kamenka,31,RU,1595287890,81,51.32,42.77,63.0,4.29
425,High Level,75,CA,1595287890,60,58.52,-117.14,75.2,3.36
426,Caconda,0,AO,1595287890,57,-13.73,15.07,45.73,2.37
427,Arman',0,RU,1595287891,56,59.7,150.17,65.48,5.61
428,Madisonville,75,US,1595287834,94,37.33,-87.5,73.4,4.7
429,Bloomington,75,US,1595287659,47,44.84,-93.3,82.99,8.05
430,Pacific Grove,1,US,1595287891,68,36.62,-121.92,71.01,12.75
431,Pallasovka,90,RU,1595287891,56,50.05,46.88,69.93,9.24
432,Beibei,40,CN,1595287892,88,29.83,106.43,79.0,8.95
433,Mastic Beach,1,US,1595287892,59,40.77,-72.85,90.0,5.82
434,Chissamba,0,AO,1595287892,55,-12.17,17.33,50.09,3.47
435,Kansanshi,21,ZM,1595287892,84,-12.1,26.43,47.62,4.92
436,Baghmara,100,IN,1595287892,79,23.8,86.21,80.85,4.92
437,Oranjestad,20,AW,1595287771,79,12.52,-70.03,84.2,23.04
438,Utrera,74,ES,1595287892,27,37.19,-5.78,89.6,2.24
439,Khani,98,GE,1595287893,88,41.96,42.96,77.0,3.36
440,Aden,100,YE,1595287893,66,12.78,45.04,87.55,7.74
441,Naryan-Mar,0,RU,1595287893,75,67.67,53.09,57.02,5.19
442,Kharod,100,IN,1595287893,74,21.75,82.57,82.58,8.93
443,Voi,6,KE,1595287893,82,-3.39,38.56,65.14,9.51
444,Tual,60,ID,1595287893,84,-5.67,132.75,79.54,18.34
445,Invermere,44,CA,1595287604,30,50.52,-116.04,82.0,1.99
446,Esfarāyen,0,IR,1595287893,42,37.08,57.51,66.2,4.7
447,Gōtsuchō,75,JP,1595287894,78,35.0,132.22,82.4,3.36
448,Puliyankudi,100,IN,1595287894,70,9.17,77.42,78.6,5.23
449,Udaipur,96,IN,1595287894,87,24.57,73.69,76.77,14.94
450,Hoquiam,1,US,1595287894,68,46.98,-123.89,69.8,13.87
451,Orlik,2,RU,1595287894,49,52.52,99.83,60.66,2.68
452,Poplar Bluff,20,US,1595287894,69,36.76,-90.39,80.01,4.7
453,Sørland,82,NO,1595287890,77,67.67,12.69,53.58,6.69
454,Gornopravdinsk,0,RU,1595287894,81,60.05,69.9,52.3,6.29
455,Santa Cruz de la Sierra,40,BO,1595287790,61,-17.8,-63.17,82.4,14.99
456,Berlevåg,100,NO,1595287895,84,70.86,29.09,57.51,6.53
457,Aquiraz,75,BR,1595287895,88,-3.9,-38.39,75.2,5.82
458,Banjarmasin,20,ID,1595287895,94,-3.32,114.59,75.2,3.36
459,Marabá,0,BR,1595287895,69,-5.37,-49.12,77.0,1.3
460,Krasnosel'kup,100,RU,1595287895,61,65.7,82.47,55.96,7.16
461,Staryy Nadym,73,RU,1595287895,61,65.61,72.68,57.74,8.88
462,Nuevo Ideal,84,MX,1595287895,48,24.89,-105.07,73.06,9.04
463,Le Vauclin,75,MQ,1595287895,83,14.55,-60.84,80.6,12.75
464,Bhongīr,75,IN,1595287896,94,17.51,78.89,75.99,3.36
465,Rocha,100,UY,1595287896,81,-34.48,-54.33,67.75,4.83
466,Caohe,100,CN,1595287896,89,30.23,115.43,73.85,4.05
467,Baghdad,0,IQ,1595287716,19,33.34,44.4,89.6,11.41
468,Petropavlovsk-Kamchatskiy,20,RU,1595287896,72,53.05,158.65,60.8,6.71
469,Øksfjord,75,NO,1595287896,93,70.24,22.35,57.2,3.36
470,Lac du Bonnet,100,CA,1595287896,94,50.25,-96.06,73.99,4.25
471,Masinigudi,94,IN,1595287896,85,11.57,76.67,68.29,1.86
472,Guerrero Negro,7,MX,1595287738,40,27.98,-114.06,85.15,18.03
473,Kitui,89,KE,1595287897,86,-1.37,38.01,58.08,5.19
474,Atambua,64,ID,1595287897,65,-9.11,124.89,74.79,4.16
475,Taunggyi,96,MM,1595287897,100,20.78,97.03,64.04,3.33
476,Qurayyat,0,SA,1595287897,45,31.33,37.34,84.2,18.34
477,Mount Isa,47,AU,1595287897,27,-20.73,139.5,62.6,10.29
478,Chumikan,100,RU,1595287898,96,54.72,135.31,52.5,23.82
479,‘Āhuimanu,75,US,1595287865,54,21.44,-157.84,87.8,14.99
480,Noumea,90,NC,1595287898,72,-22.28,166.46,70.0,5.82
481,Itoman,40,JP,1595287898,83,26.12,127.67,84.2,4.7
482,Chazuta,1,PE,1595287898,77,-6.57,-76.14,75.29,0.58
483,Ballina,89,AU,1595287898,58,-28.87,153.57,59.0,10.29
484,Compostela,20,PH,1595287898,73,7.67,126.09,81.97,0.31
485,Tres Arroyos,95,AR,1595287898,79,-38.37,-60.28,49.51,12.84
486,Nur,100,PL,1595287899,89,52.67,22.32,62.2,7.58
487,Uauá,47,BR,1595287899,74,-9.84,-39.48,67.35,12.39
488,Codrington,97,AU,1595287767,81,-38.27,141.97,50.95,5.55
489,Egvekinot,59,RU,1595287899,57,66.32,-179.17,51.78,0.98
490,Mae Sai,75,TH,1595287899,100,20.43,99.88,75.99,1.16
491,Santa,0,PH,1595287899,72,17.49,120.43,82.18,4.18
492,Aldan,70,RU,1595287899,67,58.6,125.39,67.33,13.24
493,Mormugao,99,IN,1595287899,86,15.4,73.8,79.3,11.56
494,Belém,75,BR,1595287627,94,-1.46,-48.5,73.4,5.82
495,Shimoda,75,JP,1595287899,88,34.67,138.95,77.0,6.93
496,Iqaluit,75,CA,1595287811,100,63.75,-68.51,44.6,3.36
497,Sibolga,78,ID,1595287900,81,1.74,98.78,75.7,4.03
498,Melito di Porto Salvo,40,IT,1595287900,88,37.92,15.77,75.99,2.24
499,Departamento de Maldonado,100,UY,1595287900,82,-34.67,-54.92,73.0,6.93
500,Arrondissement d'Ajaccio,0,FR,1595287900,77,42.0,8.92,69.8,6.93
501,Dingle,67,PH,1595287900,80,11.0,122.67,82.62,4.41
502,Nabire,77,ID,1595287900,70,-3.37,135.48,82.83,2.84
503,Straelen,16,DE,1595287900,67,51.45,6.27,55.99,4.45
504,Naze,75,JP,1595287901,83,28.37,129.48,84.2,4.7
505,Shunyi,100,CN,1595287901,69,40.12,116.65,87.01,4.47
506,Santa Marta,20,CO,1595287871,79,11.24,-74.2,84.99,10.98
507,Biskupiec,75,PL,1595287901,93,53.86,20.96,62.6,5.82
508,Grootfontein,0,NA,1595287901,69,-19.57,18.12,41.23,2.91
509,Aginskoye,65,RU,1595287901,51,51.1,114.53,58.59,15.39
510,Zhigansk,100,RU,1595287901,98,66.77,123.37,63.54,11.43
511,Rychnov nad Kněžnou,2,CZ,1595287902,89,50.16,16.27,61.0,0.38
512,Rawson,92,AR,1595287902,78,-43.3,-65.1,44.55,17.72
513,San Patricio,40,MX,1595287902,84,19.22,-104.7,86.0,17.22
514,Solnechnyy,100,RU,1595287902,95,50.72,136.63,64.6,4.61
515,Kongolo,86,CD,1595287902,44,-5.38,27.0,75.67,3.31
516,Villa Bruzual,100,VE,1595287902,96,9.33,-69.12,74.37,3.56
517,Phan Thiet,100,VN,1595287737,84,10.93,108.1,77.83,3.51
518,Whitianga,38,NZ,1595287903,95,-36.83,175.7,62.01,1.99
519,Leopoldov,26,SK,1595287903,93,48.45,17.76,61.0,9.17
520,Karratha,0,AU,1595287903,53,-20.74,116.85,66.02,12.21
521,Chapais,90,CA,1595287903,77,49.78,-74.85,59.0,14.99
522,Kushima,75,JP,1595287903,70,31.46,131.23,86.0,13.87
523,Impfondo,48,CG,1595287903,94,1.64,18.07,69.19,1.83
524,Osa,100,RU,1595287903,94,57.28,55.46,63.18,10.78
525,Buchanan,75,LR,1595287904,94,5.88,-10.05,77.0,6.93
526,Leganés,0,ES,1595287904,28,40.33,-3.76,84.99,1.12
527,Japura,42,ID,1595287904,94,-0.32,102.35,74.25,2.26
528,Coari,95,BR,1595287904,70,-4.08,-63.14,77.86,1.81
529,Bathsheba,20,BB,1595287904,65,13.22,-59.52,82.4,18.34
530,Aste,6,IT,1595287904,98,45.79,11.1,71.01,8.99
531,Forestville,40,US,1595287904,78,38.85,-76.88,86.0,13.87
532,Tigil',6,RU,1595287904,54,57.8,158.67,65.32,5.61
533,Aasiaat,100,GL,1595287905,77,68.71,-52.87,43.75,5.23
534,Quatre Cocos,75,MU,1595287905,68,-20.21,57.76,70.0,11.41
535,Sudislavl',99,RU,1595287905,97,57.88,41.71,58.35,6.22
536,Tomé,90,CL,1595287905,87,-36.62,-72.95,55.4,9.17
537,Qasigiannguit,98,GL,1595287905,50,68.82,-51.19,53.6,1.12
538,Derzhavīnsk,83,KZ,1595287905,50,51.1,66.32,72.82,2.77
539,Lavrentiya,100,RU,1595287784,75,65.58,-171.0,46.24,5.86
540,Aitape,39,PG,1595287906,63,-3.14,142.35,85.05,3.89
541,Sittwe,100,MM,1595287906,81,20.15,92.9,81.55,7.7
542,Kamaishi,75,JP,1595287906,94,39.27,141.88,71.6,2.24
543,Srednekolymsk,47,RU,1595287906,36,67.45,153.68,78.58,15.32
544,Macusani,31,PE,1595287906,71,-14.08,-70.43,36.75,0.58
545,Eyl,57,SO,1595287906,56,7.98,49.82,80.71,23.51
546,Gusau,75,NG,1595287906,80,12.16,6.66,76.78,13.27
547,Jinxiang,98,CN,1595287907,74,22.86,115.7,84.2,2.86
548,Aras,0,ES,1595287908,64,42.56,-2.36,71.6,4.7
549,Porto San Giorgio,0,IT,1595287908,70,43.18,13.79,72.0,4.92
550,Puerto Cabezas,40,NI,1595287807,74,14.04,-83.39,84.2,4.7
551,Palana,37,RU,1595287908,63,59.12,159.97,57.74,12.26
552,Cayenne,100,GF,1595287866,88,4.93,-52.33,78.8,2.24
553,Novyy Oskol,25,RU,1595287908,82,50.76,37.87,59.76,3.69
554,Weiser,1,US,1595287908,19,44.25,-116.97,96.01,6.93
555,Nouadhibou,0,MR,1595287909,78,20.93,-17.03,75.2,3.36
556,Tsabong,0,BW,1595287909,41,-26.02,22.4,50.14,9.6
557,Coquimbo,13,CL,1595287768,87,-29.95,-71.34,53.6,4.7
558,Kununurra,12,AU,1595287900,21,-15.77,128.73,71.6,12.75
559,Primero de Enero,75,CU,1595287909,94,21.95,-78.43,73.4,10.29
560,Mīnāb,12,IR,1595287909,75,27.15,57.08,91.4,9.17
561,La Palma,20,US,1595287876,47,33.85,-118.05,86.0,8.05
562,Aswān,0,EG,1595287910,21,24.09,32.91,90.09,12.71
563,Kiryat Gat,0,IL,1595287682,66,31.61,34.76,80.01,1.88
564,Lubango,0,AO,1595287910,45,-14.92,13.49,51.39,4.0
565,Chaadayevka,19,RU,1595287910,91,53.14,45.91,56.46,4.97
566,Khawhai,100,IN,1595287910,100,23.37,93.12,62.74,1.52
567,Zapolyarnyy,75,RU,1595287910,93,69.42,30.81,57.2,3.36
568,St. George's,20,GD,1595287879,83,12.06,-61.75,82.4,19.46
569,Bukama,0,CD,1595287910,47,-9.2,25.85,61.61,2.89
570,Jinchang,99,CN,1595287911,28,38.5,102.17,76.3,0.2
571,Malakal,51,SS,1595287911,91,9.53,31.66,71.58,0.45
572,Luanda,20,AO,1595287875,88,-8.84,13.23,69.8,6.93
573,Bemidji,90,US,1595287911,49,47.47,-94.88,75.0,5.82
574,Sitka,90,US,1595287911,93,57.05,-135.33,57.2,5.82
575,Minot,90,US,1595287898,88,48.23,-101.3,64.4,5.82
576,Canavieiras,29,BR,1595287911,90,-15.68,-38.95,71.51,8.12
